species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	interpro_accession	interpro_description	member_database	signature_accession	signature_description	domain_class_simplified	domain_start_aa	domain_end_aa	source_file
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	163	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			CDD	cd05857	IgI_2_FGFR	fgfr_family	173	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	173	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	183	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	186	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	189	257	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	190	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	270	382	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	271	383	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			CDD	cd05858	IgI_3_FGFR2	fgfr_family	275	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	275	377	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	275	378	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	282	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	285	365	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	288	368	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	456	585	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	458	585	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			CDD	cd05101	PTKc_FGFR2	fgfr_family	475	787	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	490	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	500	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	500	780	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	500	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	506	536	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	583	596	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	586	781	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	586	781	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	635	653	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	641	653	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	684	694	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	703	725	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	747	769	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	794	840	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	804	819	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
sus_scrofa	IIIc	IIIc	XM_084993071.1	XP_084849197.1	840			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	820	832	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	76	886	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	109	195	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	111	199	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	111	199	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	114	196	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	115	179	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	117	195	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	123	184	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	137	833	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	211	319	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	212	319	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	223	316	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			CDD	cd05857	IgI_2_FGFR	fgfr_family	223	317	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	233	318	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	236	319	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	239	307	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	240	317	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	320	430	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	321	431	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	325	426	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	325	425	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	332	427	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	332	426	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	338	416	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	507	636	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	509	636	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			CDD	cd05101	PTKc_FGFR2	fgfr_family	526	838	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	541	827	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	551	840	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	551	827	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	551	827	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	557	587	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	634	647	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	637	832	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	637	832	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	686	704	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	692	704	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	735	745	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	754	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIb	IIIb	XM_072931307.1	XP_072787408.1	891	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	798	820	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	76	885	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	109	195	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	111	199	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	111	199	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	114	196	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	115	179	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	117	195	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	123	184	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	137	832	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	211	319	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	212	319	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	223	316	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			CDD	cd05857	IgI_2_FGFR	fgfr_family	223	317	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	233	318	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	236	319	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	239	307	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	240	317	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	320	434	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	321	433	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	325	427	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			CDD	cd05858	IgI_3_FGFR2	fgfr_family	325	429	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	325	428	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	332	429	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	334	415	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	338	418	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	506	635	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	508	635	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890			CDD	cd05101	PTKc_FGFR2	fgfr_family	525	837	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	540	826	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	550	826	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	550	839	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	550	826	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
taeniopygia_guttata	IIIc	IIIc	XM_072931308.1	XP_072787409.1	890	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	556	586	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
